id,name
q11881938,q11881938
q11892046,sale
q11982768,kyäni
q12043680,dannemann
q12165977,fora
q12304200,q12304200
q1231653,diwisa distillerie willisau
q12329785,ok a.m.b.a.
q12331986,q12331986
q12486484,indofarma
q12589926,namyang dairy products
q12611298,ediya coffee
q12636187,maraska
q12660798,q12660798
q1272840,d'addario
q12739509,q12739509
q1285819,tjx companies
q1286467,wander
q13516752,white rock beverages
q136915,medion
q1389494,freitag
q1409257,handl tyrol
q1411292,fidelity investments
q1419460,snyder's of hanover
q1433279,huhtamäki
q1434528,poundland
q1475683,net
q14903417,delhaize le lion
q14906910,kägi fret
q1496384,koch industries
q1501071,network rail
q1509282,georgia-pacific
q15115933,q15115933
q1531301,glide
q1544816,hillman
q156238,exxonmobil
q156578,volkswagen group
q1585088,hardee's
q15904036,shanghai jahwa corporation
q16174973,etude house
q16489433,q16489433
q1654103,imax corporation
q1656230,phillips 66
q1656371,ichiban records
q16566752,logstor
q16594744,rainbow
q16646696,q16646696
q1664911,podravka
q1676554,jbs s.a.
q1689380,jimmy john's
q16915580,myanmar distribution group
q16920933,jarvis walker
q16935511,laneige
q16967856,proximo spirits
q16983587,pinnacle foods
q16988052,jetta
q16994396,grandis
q1700871,bausch health
q17015018,balaji group
q17098038,hellenic state railways
q17107986,marble
q17320327,bukalapak
q17405939,john player & sons
q1781126,kona bicycle company
q1803010,landi
q18166370,pie face
q18351962,mama sita's holding company
q18396089,powercom
q18586412,pancho villa
q18636209,sugar bowl bakery
q18636291,deep spring
q18656,manchester united f.c.
q1872496,love's travel stops & country stores
q1879098,läckerli huus
q18922742,ceylon biscuits limited
q1907883,mastercraft
q1914436,mayer
q1941209,mlekpol
q1943544,molkerei gropper
q19559831,cozy
q19604562,spudshed
q1974967,alita
q1983904,grunt
q19909505,klever
q19981969,ilirija
q20104638,q20104638
q2049508,asia brewery
q20504272,q20504272
q2071102,primo water
q210047,petrobras
q21178899,fuze beverage
q21334121,q21334121
q218006,kipa
q22080511,light
q22125094,apache
q22130752,hikari
q2352271,storopack
q2365235,ozon
q2395492,tate & lyle
q24074551,imperio
q2420096,franprix
q2424949,soudal
q2505862,vero
q2509523,valser
q2526482,q2526482
q25326853,justin's
q25345681,avonmore
q2575956,norgesgruppen
q258748,x5 retail group
q2630615,keds
q265318,ratiopharm
q2663946,sarma
q26765126,la comer
q276689,motul
q2791130,kubus (company)
q27988145,post holdings
q28451082,alembic pharmaceuticals ltd
q28673465,eveline cosmetics
q28756192,aliud pharma
q28836372,heba
q2894600,bella
q2913554,frasers group
q2916497,perrigo company plc
q2948114,chambourcy
q2975619,clarins
q300518,obi
q30285697,clean plus (united states)
q30297699,apic (united states)
q30373121,sak
q3072238,heartbeat
q3089330,q3089330
q309031,lacoste
q30922772,crocodile
q3114054,zara home
q3117501,la mère poulard
q3126743,hanes
q3138937,yamazaki baking
q316004,rossmann
q3228364,le zèbre
q3271455,arc'teryx
q3282320,q3282320
q3300084,tvs motor company
q3320580,mondo
q3335899,napolact
q3349470,oenobiol
q3352824,ontex
q3493757,q3493757
q3520257,the children's place
q357600,aditya birla group
q3579246,éditions belin
q3604620,acqua sant'anna
q3604622,acqua lete
q361203,adolf darbo ag
q3633493,balocco
q3641772,bologna
q3658429,stop & shop
q3712616,balconi
q3799482,interleaf
q3812045,kiko milano
q385470,birel
q3897481,pasta zara
q391534,ezaki glico
q3967291,q3967291
q3976329,q3976329
q3977973,q3977973
q4039560,golden corral
q4041558,invista
q404391,aigle
q4045735,olvi
q4127579,arkhyz
q41567612,olma
q4295539,miratorg
q4328433,nefis
q4356518,regional bell operating company
q43894923,isdin
q43896428,chemo
q4407845,santa bremor
q4419434,silpo
q4481273,polpharma
q450180,norma
q457960,vf corporation
q4647179,a.g. barr
q4697618,air-speed inc
q4699058,airwave
q47080830,qep resources
q4726358,alicorp
q4734078,alo!
q4745201,american sugar refining
q4749048,amy's kitchen
q47519819,tcl communication
q4789707,argos
q4795598,arotech corporation
q4809259,associated wholesale grocers
q4822807,aussie
q4830635,axium foods
q4849261,bakers delight
q486269,kodak
q4875905,beacon
q4906821,bigelow tea company
q490787,shinsegae
q4915229,biopure
q4944286,boral
q4976630,browns
q4981046,brynwood partners
q4985016,budgens
q50037896,q50037896
q5021355,calimax
q502268,johnnie walker
q5031671,candia
q5039711,caritas
q5135909,clover stornetta farms
q5147338,collins & aikman
q5152057,commscope
q5178843,cousins subs
q5191165,crystal clear
q52063011,bollé
q52337083,lipo
q5256445,dentek
q5286067,do it best
q53238,hitachi
q53247,panasonic corporation
q5374450,agrofert
q54173,general electric
q5445249,ferrara candy company
q5462295,flowers foods
q54935639,noe
q54939233,avena
q54958469,bidfood czech republic
q54965853,dairy 4 fun
q54971984,ven
q55221138,carrefour bio
q5566596,glanbia
q5579979,golden wonder
q5583019,good times
q5593493,grain
q5597139,graphic packaging
q5609934,grocery outlet
q5619266,gunnison country times
q5628589,h. t. hackney company
q5630211,hll lifecare limited
q5669615,el encanto
q58003470,gulliver
q581796,brugal
q58195712,walter
q5829102,steren
q584601,baskin-robbins
q59115600,friendship
q596139,mattel
q6007967,impulse
q6019234,indiamart
q609502,titleist
q6106200,j. k. organisation
q6147320,tirma
q61755650,restaurant alouette
q618264,apetito
q62127191,cenex
q624012,gs caltex
q62543029,eka
q631894,head
q6336059,kp snacks
q63532520,président
q6374876,kasugai
q6410958,king's hawaiian
q641676,naturalis biodiversity center
q6427985,kolynos
q642969,yamasa
q644625,brasil kirin
q64517373,noah's bagels
q645525,sunpower
q6535711,leviton
q6540405,libby's
q655596,arnold
q666888,intersport
q6686,renault
q668687,united states postal service
q6715341,meico
q67810009,valon
q67901309,dum dum thai drinks
q6797168,mayfield dairy
q684117,betty bossi
q6859973,fleet farm
q686292,steinberg
q6886703,mobifone
q6897937,monami
q691382,sika ag
q6917320,mother dairy
q6929437,mr muscle
q6981479,nautica
q702754,pentel
q706793,tamoil
q707602,b&q
q7085308,old town white coffee
q7121247,pz cussons
q714491,marks & spencer
q7180840,pharmavite
q718109,aryzta
q7208665,pokka sapporo food & beverage
q724043,zebra
q7285144,raising cane's chicken fingers
q7297089,rax
q7302409,recheio
q7323147,rich's
q7374169,royal farms
q7390353,sig plc
q7390489,sis
q7413176,samyang foods
q7440621,sealed air
q7447660,ssp group
q747413,lip
q7487652,shamrock farms
q7533773,skai group
q7535345,skin food
q753942,"atchison, topeka and santa fe railway"
q7572184,space.nk
q7638450,sun products
q7643261,superdrug
q7653738,swanson health products
q7684477,tapatío hot sauce
q771734,waitrose & partners
q7726524,well pharmacy
q7737181,the good bean
q7739717,the himalaya drug company
q775060,texaco
q782064,bauli
q7824015,tooheys brewery
q7877846,ugo
q7879030,uline
q7887677,united dairy farmers
q790020,bang & olufsen
q79040276,dorco
q79053451,q79053451
q7909509,vale da rosa
q7936743,bang
q80178923,heinrich kühlmann
q8053603,yilida
q8054109,yogo
q810773,bath & body works
q816412,ben & jerry's
q816714,bench
q8205751,q8205751
q830334,best western hotels & resorts
q830416,delsey
q831110,trolli
q842099,tongrentang
q847743,dunkin' donuts
q8550700,madeta
q85519171,butter
q85827706,piligrim
q866991,daiso
q875796,fressnapf
q877764,pfanner
q894558,boston beer company
q89502969,focus
q899010,mylan
q900401,nufarm
q911573,ditsch
q915543,briggs & stratton
q931207,kering
q9390905,ziaja
q9401,basf
q944414,mccain foods
q95,google
q95690344,j&t express
q96130333,fina
q96313156,wash & go
q9661218,bombril
q966556,sears holdings corporation
q967265,kohl's
q9684,the new york times
q98525713,q98525713
q1089081,fiorucci
q11309073,js
q20992639,oscar mayer
q2843227,amica chips
q969761,capri-sun
q432564,coop switzerland
q11286748,ichitan
q105968851,sea master
q13181043,chaudhary group
q20586312,q20586312
