brand_name,parent_company_name,id,validated,brand_total_count,brand_frequency
agios ermolaos,dianomi nerou agios ermolaos,dianomi nerou agios ermolaos,false,4,4
agios nikolaos water,agios nikolaos water,agios nikolaos water,false,66,1
agna group,"glina, ivi","glina, ivi",false,4,1
agnesia antibacterial powder,apex healthcare ltd,apex healthcare ltd,false,1,1
agogo,confiteca,https://confitecaencasa.com/index.php?route=product/category&path=144,true,217,3
agraria,agraria,agraria,false,1,1
agricultural chemical unknown,unbranded,unbranded,true,1,1
agrochemicals,unbranded,unbranded,true,1,1
agrochemicals fitosanitario,agrochemicals fitosanitario,agrochemicals fitosanitario,false,1,1
agros,photos photiades group,https://photiadesgroup.com/agros/,true,113,6
agros water,"agros water, agros water","agros water, agros water",false,48,2
agua,leyde,q105964192,false,1,1
agua azul,"agua azul sa, agua azul sa","agua azul sa, agua azul sa",false,8,2
agua bes,agua bes,agua bes,false,1,1
agua casa cardenas,casa cardenas,casa cardenas,false,1,1
agua cielo,tee mccc wax,q4699710,false,42,2
agua consum,consum,consum,false,7,1
agua cortes,agua cortes,agua cortes,false,2,2
agua cristal,cristal,cristal,false,1,1
agua cristalina,agua cristalina,agua cristalina,false,21,2
agua cuevas,corporaciã³n hijos de rivera,corporaciã³n hijos de rivera,false,2,1
agua das pedras,agua das pedras,agua das pedras,false,2,2
agua de cevas,aqua de cuevas,aqua de cuevas,false,7,1
agua de la costa,agua de la costa,agua de la costa,false,1,1
agua de las misiones,agua de las misiones,agua de las misiones,false,1,1
agua de los ángeles,the coca-cola company,q3295867,false,1,1
agua el pinar,el pinar,el pinar,false,2,1
agua envasada mimo's,hielo y agua purificada mimos,hielo y agua purificada mimos,false,1,1
agua king,the coca-cola company,q3295867,false,1,1
agua la serreta,la serreta,la serreta,false,3,1
agua mineral pureza vital nestle,nestlé,q160746,false,1,1
agua nestle,nestlé,q160746,false,1,1
agua peã±aclara,agua peã±aclara,agua peã±aclara,false,4,2
agua sierra gredos,aqua doy,aqua doy,false,1,1
agua spark,spark,spark,false,1,1
agua springs,agua springs,agua springs,false,9,2
agua são martinho,agua são martinho,agua são martinho,false,1,1
agua vida,agua vida,agua vida,false,8,1
aguafiel,frutafiel,frutafiel,false,1,1
aguafit,other brand,other brand,false,5,1
aguantadora,cooperativa agrícola mixta de monte carlo,cooperativa agrícola mixta de monte carlo,false,1,1
aguardente velho carreiro,stringhi industria e comercio de aguardente ltda,stringhi industria e comercio de aguardente ltda,false,3,1
aguardiente,aguardiente,aguardiente,false,2,1
aguardiente anitioqueño,unbranded,unbranded,false,1,1
aguas la michoacan,la michoacana,la michoacana,false,1,1
aguas la michoacana,la michoacana,la michoacana,false,1,1
aguas las tarascas,las tarascas,las tarascas,false,3,2
aguazul,pepsico,q334800,false,42,9
aguila,grupo arcor,q380022,false,13,2
"aguila, club colombia, poker",unbranded,unbranded,true,1712,2
agung,unbranded,unbranded,true,1,1
agusha,pepsico,q334800,false,8,7
ah cola,ah cola,ah cola,false,2,1
ah huat - white coffee,ah huat - white coffee,ah huat - white coffee,false,1,1
aha,aha,aha,false,1,1
ahacc,"kao co., ltd - vietnam","kao co., ltd - vietnam",false,3,1
ahack,kao corporation,q902855,false,2,1
ahenfie,ahenfie water co,ahenfie water co,false,3,1
ahh,nabati group,q19727082,false,7,5
ahh wafer,kaldu sari nabati,kaldu sari nabati,false,2,1
ahir,yeni magazacilik,yeni magazacilik,false,1,1
ahlan ice,"ahlan ice, minesota traders ltd","ahlan ice, minesota traders ltd",false,16,2
ahmad tea,ahmad tea,ahmad tea,false,1,1
ahoj brause,katjes fassin gmbh & co. kg,katjes fassin gmbh & co. kg,false,5,1
ai si,ai si,ai si,false,1,1
ai zhi ji,ai zhi ji,ai zhi ji,false,1,1
aibė,aibė,q1022952,false,2,2
aice,mengniu dairy,q985475,true,261,66
aice coffee,pt aice,pt aice,false,1,1
aice ice cream,aice,aice,false,4,1
aice icecream pop,aice,aice,false,2,1
aice miki-miki,alpen food industry,alpen food industry,false,13,1
aice mochi,wall's,wall's,false,1,1
aigle,aigle,q404391,false,1,1
aiguebelle,omnipar - aiguebelle,omnipar - aiguebelle,false,1,1
aiken sanitiser wipro unza,wipro unza group,wipro unza group,false,1,1
aikido,cty tnhh dd tatra,cty tnhh dd tatra,false,1,1
aila,danone,q329426,false,1,1
aim,unilever,q157062,false,1,1
aim biscuits,aneka indomakmur,aneka indomakmur,false,1,1
ain atlas,les eaux minã©rales d'oulmã¨s,les eaux minã©rales d'oulmã¨s,false,18,14
ain ifrane,société des brasseries du maroc,q2924068,false,90,7
ain saiss,société des brasseries du maroc,q2924068,false,35,15
ain soltane,"eaux minerales al karama, ynna holding - groupe chaabi","eaux minerales al karama, ynna holding - groupe chaabi",false,14,4
aini,hubei china tobacco industry co. ltd,hubei china tobacco industry co. ltd,false,1,1
ainsworth pet,ainsworth pet,ainsworth pet,false,74,1
ainsworth pet nutrition,ainsworth pet nutrition,ainsworth pet nutrition,false,1,1
air bar lux,suorin,suorin,false,1,1
air canada,air canada,air canada,false,1,1
air heads,perfetti van melle,q612524,false,3,2
air jagung ketagih,air jagung ketagih,air jagung ketagih,false,1,1
air karangasem,other brand,other brand,false,55,1
air marqo,air marqo,air marqo,false,1,1
air max,nike,nike,false,1,1
air mineral,le mineral,le mineral,false,1,1
air mineral 212,air mineral,air mineral,false,11,1
air mineral indomart,unbranded,unbranded,true,1,1
air mineral jembercity,tujuh impian bersama,tujuh impian bersama,false,1,1
air mineral ruteng,air mineral ruteng,air mineral ruteng,false,43,1
air mineral tirta,air mineral,air mineral,false,1,1
air minum kanjuruhan,perumda tirta kanjuruhan,perumda tirta kanjuruhan,false,1,1
air minum nuri pop mie pop ice ko boy es kopi susu joyo boyo surya mie taro french fried 2000 wafer superstar kapal api better kris bee glico wings komo milkita wafer selamat kul kul jajan miku sari roti hura indomie zylufc es krim magnus jajan ribut sukr,air minum nuri pop mie pop ice ko boy es kopi susu joyo boyo surya mie taro french fried 2000 wafer superstar kapal api better kris bee glico wings komo milkita wafer selamat kul kul jajan miku sari roti hura indomie zylufc es krim magnus jajan ribut sukr,air minum nuri pop mie pop ice ko boy es kopi susu joyo boyo surya mie taro french fried 2000 wafer superstar kapal api better kris bee glico wings komo milkita wafer selamat kul kul jajan miku sari roti hura indomie zylufc es krim magnus jajan ribut sukr,false,106,1
air nagekeo,cv tunggal jaya nagekeo flores,cv tunggal jaya nagekeo flores,false,28,1
air plus,storopack,q2352271,false,3,3
air space,air space,air space,false,1,1
air speed,air-speed inc,q4697618,false,3,2
air us,air us,air us,false,1,1
airatu,"airatu, melody lestari madani","airatu, melody lestari madani",false,2,2
aircup,danone,q329426,false,1,1
airhead,perfetti van melle,q612524,false,6,6
airheads,perfetti van melle,q612524,false,77,29
airheads strawberry,unbranded,unbranded,true,1,1
airon,airon,airon,false,1,1
airplus,"airplus, airplus","airplus, airplus",false,3,3
airspace,air space,air space,false,1,1
airspeed,airspeed ltd.,q409101,false,3,3
airwave,airwave,q4699058,false,1,1
airwaves,"mars, incorporated",q695087,false,18,11
airwaves (wrigley),airwaves (wrigley),airwaves (wrigley),false,3,1
airways,"airways, mars wrigley","airways, mars wrigley",false,4,4
airwick,reckitt benckiser,reckitt benckiser,false,1,1
aitschler,aitschler,aitschler,false,2,1
aizon,cv sumber air mutiara,cv sumber air mutiara,false,11,1
ajanta pharma ltd.,ajanta pharma ltd.,ajanta pharma ltd.,false,1,1
ajax,colgate-palmolive company,q609466,false,5,4
aje,tee mccc wax,q4699710,false,77,11
aje (big cola y cifrut),aje (big cola y cifrut),aje (big cola y cifrut),false,9,1
aje big,"ajethai co., ltd.","ajethai co., ltd.",false,47,6
ajethai,ajethai,ajethai,false,20,1
aji - ngon,ajinomoto,q412826,false,6,1
aji - quick,ajinomoto,q412826,false,8,1
aji ngon,ajinomoto,ajinomoto,false,2,1
aji quick,ajinomoto,ajinomoto,false,1,1
ajiib,satoria agro (richwell),satoria agro (richwell),false,1,1
ajinomoto,ajinomoto,q412826,true,626,56
ajinomoto ginisa flavored seasoning mix,ajinomoto philippines corp,ajinomoto philippines corp,false,1,1
ajinomoto oyster sauce,ajinomoto philippines corp,ajinomoto philippines corp,false,1,1
ajinomoto phils. corp.,ajinomoto,q412826,false,4,1
ajinomoto umami seasoning,ajinomoto,q412826,false,32,1
ajinomoto vitsin,ajinomoto,q412826,false,19,4
ak's water,ak's water company,ak's water company,false,8,1
akabare,manasha thai food pvt. ltd.,manasha thai food pvt. ltd.,false,28,1
akboriya family white bread,akboriya bread and biscuit factory,akboriya bread and biscuit factory,false,6,1
ake,"other brand, ake, sumber ayu makanan segar","other brand, ake, sumber ayu makanan segar",false,124,7
akiko,liwayway holdings company limited,liwayway holdings company limited,false,8,1
akippi,unbranded,unbranded,true,3,1
akira,akira,akira,false,1,1
akita (sverige),akita,akita,false,1,1
akkond,akkond,akkond,false,1,1
aklilan ice,aklilan ice,aklilan ice,false,6,1
aknaz koy,aknaz koy,aknaz koy,false,1,1
akofa water,akofa water,akofa water,false,39,1
akogate,akogate still water,akogate still water,false,1,1
akogate still water,akogate group,https://www.instagram.com/akogate/?hl=en,true,211,1
akosombo ice,akosombo ice,akosombo ice,false,15,1
akshara,akshara milk products private limited,akshara milk products private limited,false,1,1
aktif,aktif,aktif,false,1,1
aktif maya,dr oetker,dr oetker,false,1,1
aktimel,danone,q329426,false,1,1
aktivia,danone,q329426,false,2,1
akualole,akumal srl,akumal srl,false,1,1
akums drugs,akums drugs & pharmaceuticals,akums drugs & pharmaceuticals,false,8,1
akvile still,akvile still,akvile still,false,3,1
akvilė,akvilė,akvilė,false,1,1
akyudum,"akyudum, akyudum.com","akyudum, akyudum.com",false,4,1
al adwak almaghribia,al adwak almaghribia,al adwak almaghribia,false,1,1
al ain,al ramah national general trading and contracting,al ramah national general trading and contracting,false,45,2
al boustane,moroccan food processing - groupe el eulj,moroccan food processing - groupe el eulj,false,1,1
al capone,al capone,al capone,false,1,1
al fakher,"al fakher, al fakher","al fakher, al fakher",false,2,2
al faysal,al faysal industrial group,al faysal industrial group,false,1,1
al hamama,al hamama,al hamama,false,1,1
al hayi,"al hayi sari, comoros","al hayi sari, comoros",false,1,1
al hijra,al hijra,al hijra,false,1,1
al kazzi,al kazzi,al kazzi,false,4,1
al marai,al marai,al marai,false,9,1
al premium,al premium foods,al premium foods,false,1,1
al qodiri,tujuh impian bersama,tujuh impian bersama,false,7,1
al sanabil natural co.,al sanabil natural co.,al sanabil natural co.,false,1,1
al tibah,al tibah,al tibah,false,1,1
al wafra,al wafra,al wafra,false,1,1
al waha,al waha,al waha,false,1,1
al watania,al watania,al watania,false,10,1
al-rawdatain,al-rawdatain water bottling company,al-rawdatain water bottling company,false,4,2
ala,unilever,q157062,false,6,5
ala deedo,ala deedo,ala deedo,false,24,2
ala fresh,unbranded,unbranded,true,5,1
alabason water,alabason beverage,alabason beverage,false,1,1
alacam,alacam,alacam,false,1,1
aladdin,aladdin group,aladdin group,false,2,1
aladin,aladinmall,aladinmall,false,1,1
alain,alain,alain,false,7,2
alam beiji,ud anugerah alam - jembarana,ud anugerah alam - jembarana,false,13,1
alam beji,ud. anugerah alam,ud. anugerah alam,false,90,1
alambra,petrou bros dairy products,petrou bros dairy products,false,1,1
alami,wismilak group,q12524650,false,1,1
alami kretek,wismilak group,wismilak group,false,1,1
alapson,alapson,alapson,false,1,1
alara,alara,alara,false,1,1
alaska,alaska milk corporation,q4708565,true,253,10
alaska milk corp.,alaska corporation,alaska corporation,false,6,4
alaska powdered milk,"alaska, alaska powdered milk","alaska, alaska powdered milk",false,14,2
alazanskaya dolina,alazanskaya dolina,alazanskaya dolina,false,1,1
alba,akzonobel,q50912,false,2,2
albal,albal,albal,false,5,1
albane,albane,albane,false,1,1
albanese,albanese confector co,albanese confector co,false,2,1
albanese gummi bears,albanese candy,albanese candy,false,1,1
albani,royal unibrew a/s,royal unibrew a/s,false,2,1
albert hazelnut waffer,albert hazelnut waffer,albert hazelnut waffer,false,1,1
albert heijn,albert heijn,q1653985,false,16,2
alberto's pizza,alberto's pizza,alberto's pizza,false,4,1
albertsons,cerberus capital management,q289362,false,3,2
albino,unbranded,unbranded,true,1,1
albión,albión latinoamericana sa,albión latinoamericana sa,false,1,1
alboroto,unbranded,unbranded,true,1,1
alcampo,alcampo,alcampo,false,3,1
alcatel,tcl communication,q47519819,false,1,1
alco protect,porta hermanos s.a.,porta hermanos s.a.,false,1,1
alcoholera de zapopan,alcoholera de zapopan,alcoholera de zapopan,false,2,2
aldag,aldag,aldag,false,1,1
aldaris,aldaris,q4033686,false,26,3
"aldaris premium zelta, as aldaris""""",aldaris,aldaris,false,1,1
alde,unbranded,unbranded,true,2,1
aldi,aldi,q125054,true,141,54
aldi (aqueo spring water),aldi (aqueo spring water),aldi (aqueo spring water),false,1,1
aldi aquavale,aldi einkauf gmbh & co. ohg,aldi einkauf gmbh & co. ohg,false,2,1
aldi bilmont biscuits,aldi,q125054,false,1,1
aldi foodie fresh,aldi foodie fresh,aldi foodie fresh,false,1,1
aldi snackrite,aldi snackrite,aldi snackrite,false,1,1
aldor,aldor,aldor,false,14,2
ale - ale,wings,q12524596,false,2,1
ale ale,wings,q12524596,true,218,21
ale wings food,ale wings food,ale wings food,false,4,1
ale-ale,wings,q12524596,true,805,72
alembic,alembic pharmaceuticals ltd,q28451082,false,1,1
alenka,ob'edinennye proizvoditeli,ob'edinennye proizvoditeli,false,1,1
aleo vera,alcosa,alcosa,false,3,1
alesto,schwarz gruppe,q712034,false,6,4
alesto almonds,schwarz gruppe,q712034,false,1,1
alete,bwk gmbh unternehmensbeteiligungsgesellschaft,bwk gmbh unternehmensbeteiligungsgesellschaft,false,2,1
alete bewusst,dmk group,dmk group,false,1,1
"alexx ðšð¾ð½ñœñðº, ð’ð¸ñ€ð¾ð±ð½ð¸ðº ð”ñ–ð¼ ðœð°ñ€ð¾ñ‡ð½ð¸ñ… ðšð¾ð½ñœñðºñ–ð² ð¢ð°ð²ñ€ñ–ñ","alexx ðšð¾ð½ñœñðº, ð’ð¸ñ€ð¾ð±ð½ð¸ðº ð”ñ–ð¼ ðœð°ñ€ð¾ñ‡ð½ð¸ñ… ðšð¾ð½ñœñðºñ–ð² ð¢ð°ð²ñ€ñ–ñ","alexx ðšð¾ð½ñœñðº, ð’ð¸ñ€ð¾ð±ð½ð¸ðº ð”ñ–ð¼ ðœð°ñ€ð¾ñ‡ð½ð¸ñ… ðšð¾ð½ñœñðºñ–ð² ð¢ð°ð²ñ€ñ–ñ",false,1,1
alfa mart,alfamart,alfamart,false,1,1
alfa pure,unbranded,unbranded,true,23,1
alfaisal,alfaisal,alfaisal,false,3,1
alfajor cerro azul,cerro azul cordoba,cerro azul cordoba,false,1,1
alfajor dietético,ceral alimentos diet,ceral alimentos diet,false,1,1
alfamart,alfamart,alfamart,false,33,8
alfaysal,alfaisal,alfaisal,false,3,1
alfi,alfi,alfi,false,1,1
algemarin,germany,germany,false,1,1
algida,unilever,q157062,false,16,7
alham,alham,alham,false,2,1
ali baba wafer package,alibaba,alibaba,false,1,1
ali mudhish,oman food stuff factory,oman food stuff factory,false,1,1
alibaba,alibaba group,q1359568,false,47,6
alibaba co.,alibaba co.,alibaba co.,false,2,1
alibaba corn chips,"alibaba, alibaba corn chips","alibaba, alibaba corn chips",false,32,2
alibaba sweet corn,unbranded,unbranded,true,4,1
alicafe,"alicafe, alicafe arabia","alicafe, alicafe arabia",false,2,2
alicante,la virginia,la virginia,false,5,2
alice,alvin food,alvin food,false,1,1
alice ice,alice ice,alice ice,false,7,1
alien,area 51 fireworks,area 51 fireworks,false,2,1
alife,unbranded,unbranded,true,2,2
alikis greek tavern,alikis greek tavern,alikis greek tavern,false,1,1
alimentos maravilla,alimentos maravilla,alimentos maravilla,false,5,1
alin cup cake,alin food products ltd,alin food products ltd,false,2,1
alita,alita,q1974967,false,1,1
alivaria,baltica,baltica,false,2,1
aliya,aliya water supply,aliya water supply,false,3,1
aliño,ile,ile,false,1,1
aljabri,aljabri plastics,aljabri plastics,false,1,1
aljabri plastic uae,aljabri plastic uae,aljabri plastic uae,false,1,1
alka,other brand,other brand,true,9,6
alka-seltzer,alka-seltzer,alka-seltzer,false,1,1
alkad hexicor (hand rub),alkad laboratories,alkad laboratories,false,11,1
alkad nt germ,alkad laboratories,alkad laboratories,false,13,1
alko,alko,alko,false,1,1
alko,unbranded,unbranded,false,1,1
all blacks,nzr commercial co,https://www.nzrugbycommercial.co.nz/,true,3,1
all cafe,charoen pokphand,q611064,false,4,4
all café,cp all,q5013767,false,3,1
all clear,unilever,q157062,false,32,1
all day,all day,all day,false,13,2
all for pets,mukand industries,mukand industries,false,1,1
all good,all good,all good,false,1,1
all in one,scandza as,scandza as,false,1,1
all in one,scandza as (on list from 2021 data from denmark),scandza as (on list from 2021 data from denmark),false,4,1
all in one,unbranded,unbranded,false,2,1
all mighty,all mighty,all mighty,false,1,1
all natural,resgasa,resgasa,false,8,3
all natural bakery,all natural bakery au,all natural bakery au,false,1,1
all new,unbranded,unbranded,true,3,3
all nice,all nice,all nice,false,28,1
all out,s. c. johnson & son,q683170,false,4,1
all purpose flour,all purpose,all purpose,false,1,1
all time ball pen,matador industry ltd.,matador industry ltd.,false,12,1
all time bun,pran,pran,false,96,1
all time dry cake,pran,pran,false,143,1
all-in-one,unbranded,unbranded,true,1,1
alla fonte,mofaz dagang sdn bhd,mofaz dagang sdn bhd,false,4,2
alladdin,"alladdin, tradepoint enterprise sdn bhd","alladdin, tradepoint enterprise sdn bhd",false,3,2
alladin,alladin,alladin,false,1,1
allblue,allblue,allblue,false,1,1
allegra,allegra,allegra,false,2,2
alleins,alleins,alleins,false,2,1
alleluia natural drink,alleluia natural drink,alleluia natural drink,false,1,1
allen's,nestlé,q160746,true,32,3
allens,allens,q4732021,false,6,4
